"Show Type","Provider","Codigo Categoria 1","Codigo Categoria 2","Business rule id","UserNibble2","Provider id","Título Original","Título em Português","Título em Português do Episódio","Temporada","Número do Episódio","Categoria","Ano","Bilheteria","Ranking","Língua Original","Estúdio","Classificação Etária","Genero 1","Genero 2","Elenco","Diretor","País de Origem","Sinopse EPG","Sinopse Resumo","Duração","Data Início","Data Fim","Formato","Audio","Legendado","Dublado ","Billing ID","Extradata 1","Extradata 2","Produto","Janela Repasse","Canal","Box Office","Versao","Cobrança","ID","Movie Size","Movie MD5","Poster Size","Poster MD5","DOWNLOAD TO GO","DIAS DE DOWNLOAD","PASTA FTP","Movie Audio Type","Trailer ID","Trailer Size","Trailer MD5","Duração Trailer","Trailer Audio Type"
"Movie","WARNER","MSEPGC_MV_ActAdv",,0,2,"warner.com","Wonder Woman: Bloodlines"," Mulher Maravilha: Linhagem de Sangue",,,,"Filme",2019,5000000,9,"en","Warner Bros",12,"Aventura","Ação","Rosario Dawson, Jeffrey Donovan, Marie Avgeropoulos, Kimberly Brooks, Ray Chase, Michael Dorn, Mozhan Marno, Adrienne C. Moore, Cree Summer, Courtenay Taylor, Nia Vardalos  Constance Zimmer","Sam Liu","USA","Veja a origem lendária de um dos renomados membros da Liga da Justiça, Mulher Maravilha, conforme ela enfrenta o mal com sua espada e seu laço mágico. Determinada e igualmente forte no corpo e no coração, ela assume a missão de ajudar uma jovem garota problemática que foi recrutada por uma organização mortal conhecida como Corporação Vilania, cujos membros criminosos almejam invadir Themyscira, o lar paradisíaco de nossa heroína. A batalha será épica, porque se há uma coisa que as Amazonas conhecem bem, é a guerra!","Veja a origem lendária de um dos membros da Liga da Justiça, Mulher Maravilha, quando ela assume a missão de ajudar uma jovem garota recrutada por uma organização mortal.",01:22:49 AM,07/22/2021,12/31/2049,"4K","en,pt","pt","não","WBH2L",,,"TVOD - Catálogo","L","Nirvana - Catálogo",500000,"Multi-language",6.9,"wwoman_bloodlines_4k_dvb.ts",11557555680,"E78A268E3B13FC963A2F97569100E3C8",106120,"8C0983888A3ED73F03C42B27C857E129","não",0,"\rhome\nirvana\warner_20200115\wwoman_bloodlines_4k_dvb","Dolby 5.1","wwoman_bloodlines_4k_dvb_trailer.ts",102159952,"7B8CAFFC23423F1B4E7C01D3980246EF",12:01:42 AM,"Dolby 5.1"
"Movie","WARNER","MSEPGC_MV_ActAdv",,0,2,"warner.com","Wonder Woman: Bloodlines"," Mulher Maravilha: Linhagem de Sangue",,,,"Filme",2019,5000000,9,"en","Warner Bros",12,"Aventura","Ação","Rosario Dawson, Jeffrey Donovan, Marie Avgeropoulos, Kimberly Brooks, Ray Chase, Michael Dorn, Mozhan Marno, Adrienne C. Moore, Cree Summer, Courtenay Taylor, Nia Vardalos  Constance Zimmer","Sam Liu","USA","Veja a origem lendária de um dos renomados membros da Liga da Justiça, Mulher Maravilha, conforme ela enfrenta o mal com sua espada e seu laço mágico. Determinada e igualmente forte no corpo e no coração, ela assume a missão de ajudar uma jovem garota problemática que foi recrutada por uma organização mortal conhecida como Corporação Vilania, cujos membros criminosos almejam invadir Themyscira, o lar paradisíaco de nossa heroína. A batalha será épica, porque se há uma coisa que as Amazonas conhecem bem, é a guerra!","Veja a origem lendária de um dos membros da Liga da Justiça, Mulher Maravilha, quando ela assume a missão de ajudar uma jovem garota recrutada por uma organização mortal.",01:22:49 AM,11/02/2019,04/21/2020,"4K","en,pt","pt","não","WBH1D",,,"TVOD - Lançamento","D","Nirvana - Lançamento",500000,"Multi-language",14.9,"wwoman_bloodlines_4k_dvb_vod.ts",11557555680,"E78A268E3B13FC963A2F97569100E3C8",106120,"8C0983888A3ED73F03C42B27C857E129","não",0,"\rhome\nirvana\warner_20200115\wwoman_bloodlines_4k_dvb_vod","Dolby 5.1","wwoman_bloodlines_4k_dvb_vod_trailer.ts",102159952,"7B8CAFFC23423F1B4E7C01D3980246EF",12:01:42 AM,"Dolby 5.1"
"Movie","FOX",,,1501,3,"www.foxplay.com","Impuros","Impuros","Impuros Episódio 01",2,1,"Série",2019,1000000,8,"pt","Fox",16,"Drama","Policial","Raphael Logam, Cyria Coentro, Rui Ricardo Diaz, Lorena Comparato, Fernanda Machado, Leandro Firmino","Tomás Portella","BRA","Evandro corre perigo de vida dentro da cadeia. Para se proteger, é obrigado a mudar de facção e sofre as humilhações diárias que lhe são impostas pelos ex-rivais. Arlete testemunha contra Evandro no tribunal, mas a mudança do filho para os Irmãos dos Irmãos pode colocar a mãe em risco. Já Morello, com Evandro preso, depara-se com o vazio do fim de sua caçada e pede licença da polícia para dar atenção à filha.","Na cadeia, Evandro é obrigado a mudar de facção e sofre com as humilhações impostas pelos seus exrivais. Arlete testemunha contra Evandro. Já Morello se depara com o vazio do fim da sua caçada e pede licença da polícia para dar atenção à sua filha.",12:53:00 AM,11/09/2019,02/28/2021,"4K","pt","não","não","FXH6M",97,,"TVOD - Lançamento","M","Nirvana - Lançamento",250000,"Nacional",0,"impuros201_4k_dub_ptbr.ts",7092437052,"F35608E10622B9E5B236CE0670F3BDD1",131958,"DCDA79FB93E33F99314184127D36040C","não",0,"\rhome\nirvana\fox_20191206\impuros201_4k_dub_ptbr","Dolby 5.1",,,,,
"Movie","FOX",,,1501,3,"www.foxplay.com","Impuros","Impuros","Impuros Episódio 02",2,2,"Série",2019,1000000,8,"pt","Fox",16,"Drama","Policial","Raphael Logam, Cyria Coentro, Rui Ricardo Diaz, Lorena Comparato, Fernanda Machado, Leandro Firmino","Tomás Portella","BRA","O passado de Morello é revirado e os traumas que moldaram o policial se afloram. No presente, o policial volta a beber e é levado a força para uma clínica de reabilitação. Geise, em fuga, reaparece grávida enquanto Evandro tenta costurar sua volta para o Comando. Salvador e Bagdá, agora juntos, vão tentar se vingar do traficante, que continua com sua vida em risco.","O passado de Morello é revirado, e os traumas que moldaram o policial se afloram. No presente, o policial é levado para a reabilitação. Geise reaparece grávida, enquanto Evandro tenta voltar para o Comando. Salvador e Bagdá tentam se vingar do traficante.",12:59:00 AM,11/09/2019,02/28/2021,"4K","pt","não","não","FXH6M",97,,"TVOD - Lançamento","M","Nirvana - Lançamento",250000,"Nacional",0,"impuros202_4k_dub_ptbr.ts",7976421700,"A97D778B9A20E1B9BD1D336349C6AC61",131966,"FA5156A349B14009332A6967D55969B6","não",0,"\rhome\nirvana\fox_20191206\impuros202_4k_dub_ptbr","Dolby 5.1",,,,,
"Movie","FOX",,,1501,3,"www.foxplay.com","Impuros","Impuros","Impuros Episódio 03",2,3,"Série",2019,1000000,8,"pt","Fox",16,"Drama","Policial","Raphael Logam, Cyria Coentro, Rui Ricardo Diaz, Lorena Comparato, Fernanda Machado, Leandro Firmino","Tomás Portella","BRA","Morello enfrenta seus demônios na clínica de reabilitação e Inês entra de cabeça no mundo das drogas. Os irmãos Urquiza mandam matadores atrás de Morello. Evandro descobre que não pode confiar na sua nova facção e dar sua última cartada para voltar para o Comando. Longe do Dendê, Geise se perde de Airton ao tentar sair do país.","Morello enfrenta os seus demônios na reabilitação, e Inês entra no mundo das drogas. Os irmãos Urquiza mandam matadores atrás de Morello. Evandro descobre que não pode confiar na sua nova facção. Geise se perde de Airton ao tentar sair do país.",12:44:00 AM,11/09/2019,02/28/2021,"4K","pt","não","não","FXH6M",97,,"TVOD - Lançamento","M","Nirvana - Lançamento",250000,"Nacional",0,"impuros203_4k_dub_ptbr.ts",5949072376,"D70B7B62ED3D74A252005DEC93E350CD",132188,"23B6AFA989505EFE9D93EF07544A2797","não",0,"\rhome\nirvana\fox_20191206\impuros203_4k_dub_ptbr","Dolby 5.1",,,,,
"Movie","FOX",,,1501,3,"www.foxplay.com","Impuros","Impuros","Impuros Episódio 04",2,4,"Série",2019,1000000,8,"pt","Fox",16,"Drama","Policial","Raphael Logam, Cyria Coentro, Rui Ricardo Diaz, Lorena Comparato, Fernanda Machado, Leandro Firmino","Tomás Portella","BRA","Evandro escapa da cadeia e volta para o Dendê. Ao saber da fuga, Morello se anima e aceita ajuda do DEA para ser liberado da clínica e voltar à sua caçada, se afastando ainda mais de Inês. Geise se desespera com o sumiço de Airton, que acaba sequestrado, colocando todos em perigo.","Evandro escapa da cadeia e volta para o Dendê. Ao saber da fuga, Morello aceita ajuda do DEA para ser liberado da reabilitação e voltar à sua caçada. Geise se desespera com o sumiço de Airton, que acaba sequestrado e coloca todos em perigo.",12:42:00 AM,11/09/2019,02/28/2021,"4K","pt","não","não","FXH6M",97,,"TVOD - Lançamento","M","Nirvana - Lançamento",250000,"Nacional",0,"impuros204_4k_dub_ptbr.ts",5632184652,"F336CDCF241155C3CE0F65F59FD546B4",131943,"6AB6B10286987E6C1C8AF2CEECEFB671","não",0,"\rhome\nirvana\fox_20191206\impuros204_4k_dub_ptbr","Dolby 5.1",,,,,
"Movie","FOX",,,1501,3,"www.foxplay.com","Impuros","Impuros","Impuros Episódio 05",2,5,"Série",2019,1000000,8,"pt","Fox",16,"Drama","Policial","Raphael Logam, Cyria Coentro, Rui Ricardo Diaz, Lorena Comparato, Fernanda Machado, Leandro Firmino","Tomás Portella","BRA","O sequestro de Airton acaba ajudando Evandro a descobrir o seu paradeiro e consegue reunir a família novamente no Dendê. Ao reencontrar Geise, ele descobre que será pai e promete que ficará ao lado dela. Já Morello começa a desconfiar que a filha está usando drogas e inicia uma investigação pessoal.","O sequestro de Airton acaba ajudando Evandro a descobrir o seu paradeiro e consegue reunir a família novamente no Dendê. Ao reencontrar Geise, ele descobre que será pai e promete que ficará ao lado dela. Já Morello começa a desconfiar que a filha está usando drogas e inicia uma investigação pessoal.",12:45:00 AM,11/09/2019,02/28/2021,"4K","pt","não","não","FXH6M",97,,"TVOD - Lançamento","M","Nirvana - Lançamento",250000,"Nacional",0,"impuros205_4k_dub_ptbr.ts",6084291376,"7A628C20F38D17D18EE89C8A4B88A715",132182,"0CA4AAC2FF5561E0194EB32217E633CC","não",0,"\rhome\nirvana\fox_20191206\impuros205_4k_dub_ptbr","Dolby 5.1",,,,,
"Movie","FOX",,,1501,3,"www.foxplay.com","Impuros","Impuros","Impuros Episódio 06",2,6,"Série",2019,1000000,8,"pt","Fox",16,"Drama","Policial","Raphael Logam, Cyria Coentro, Rui Ricardo Diaz, Lorena Comparato, Fernanda Machado, Leandro Firmino","Tomás Portella","BRA","Evandro vai fazer de tudo para ver o nascimento do filho, mesmo com a polícia de tocaia no hospital. Enquanto isso, na cadeia, Afonso foge, Salvador sai em condicional e Bagdá toma a ala da Segunda Armada, fortalecendo os Irmãos dos Irmãos. Morello descobre que Inês usa cocaína e Arlete reconhece o homem que lhe assaltou e espancou.","Evandro vai fazer de tudo para ver o nascimento do filho, mesmo com a polícia de tocaia no hospital. Enquanto isso, na cadeia, Afonso foge, Salvador sai em condicional e Bagdá toma a ala da Segunda Armada, fortalecendo os Irmãos dos Irmãos. Morello descobre que Inês usa cocaína e Arlete reconhece o homem que lhe assaltou e espancou.",12:57:00 AM,11/09/2019,02/28/2021,"4K","pt","não","não","FXH6M",97,,"TVOD - Lançamento","M","Nirvana - Lançamento",250000,"Nacional",0,"impuros206_4k_dub_ptbr.ts",7650760204,"81D3DD167E416A863844C0ECC010B9BA",132165,"4302917DAEF7ABBDCEABB34AFD32A547","não",0,"\rhome\nirvana\fox_20191206\impuros206_4k_dub_ptbr","Dolby 5.1",,,,,
"Movie","FOX",,,1501,3,"www.foxplay.com","Impuros","Impuros","Impuros Episódio 07",2,7,"Série",2019,1000000,8,"pt","Fox",16,"Drama","Policial","Raphael Logam, Cyria Coentro, Rui Ricardo Diaz, Lorena Comparato, Fernanda Machado, Leandro Firmino","Tomás Portella","BRA","Evandro e Geise reatam o casamento com uma promessa de mudanças e Arlete vai embora da casa depois de um trauma. A mãe de Evandro tenta sequestrar a neta pouco antes da família se mudar para Bolívia. Morello vai atrás de Júlio, o traficante que fornece drogas para sua filha, e descobre uma oportunidade de pegar Evandro. Ao mesmo tempo, Inês foge da clínica, e, sozinha, busca suprir seu vício.","Evandro e Geise reatam o casamento com uma promessa de mudanças e Arlete vai embora da casa depois de um trauma. A mãe de Evandro tenta sequestrar a neta pouco antes da família se mudar para Bolívia. Morello vai atrás de Júlio, o traficante que fornece drogas para sua filha, e descobre uma oportunidade de pegar Evandro. Ao mesmo tempo, Inês foge da clínica, e, sozinha, busca suprir seu vício.",12:57:00 AM,11/09/2019,02/28/2021,"4K","pt","não","não","FXH6M",97,,"TVOD - Lançamento","M","Nirvana - Lançamento",250000,"Nacional",0,"impuros207_4k_dub_ptbr.ts",7697284376,"26235BC67750D6D102FBD820A12D084F",132162,"12B4BEE09BE3F30D778C1514A6F652E5","não",0,"\rhome\nirvana\fox_20191206\impuros207_4k_dub_ptbr","Dolby 5.1",,,,,
"Movie","FOX",,,1501,3,"www.foxplay.com","Impuros","Impuros","Impuros Episódio 08",2,8,"Série",2019,1000000,8,"pt","Fox",16,"Drama","Policial","Raphael Logam, Cyria Coentro, Rui Ricardo Diaz, Lorena Comparato, Fernanda Machado, Leandro Firmino","Tomás Portella","BRA","Morello salva Inês de ser presa pela PM e a leva de volta para a clínica de reabilitação. Disposto a pegar Evandro a qualquer custo, o policial obriga o traficante Júlio a plantar um grampo no barracão do Dendê. Evandro monta um laboratório no Brasil, mas Morello, com o grampo, escuta todos os seus planos, esperando a hora de atacar.","Morello salva Inês de ser presa pela PM e a leva de volta para a clínica de reabilitação. Disposto a pegar Evandro a qualquer custo, o policial obriga o traficante Júlio a plantar um grampo no barracão do Dendê. ",12:46:00 AM,11/09/2019,02/28/2021,"4K","pt","não","não","FXH6M",97,,"TVOD - Lançamento","M","Nirvana - Lançamento",250000,"Nacional",0,"impuros208_4k_dub_ptbr.ts",6273011604,"901AE3977E50EDD4766AD45823221DDB",132216,"1955382FDCF1284783AC41C25FA2C751","não",0,"\rhome\nirvana\fox_20191206\impuros208_4k_dub_ptbr","Dolby 5.1",,,,,
"Movie","FOX",,,1501,3,"www.foxplay.com","Impuros","Impuros","Impuros Episódio 09",2,9,"Série",2019,1000000,8,"pt","Fox",16,"Drama","Policial","Raphael Logam, Cyria Coentro, Rui Ricardo Diaz, Lorena Comparato, Fernanda Machado, Leandro Firmino","Tomás Portella","BRA","Evandro negocia com os Urquiza pois perdeu um carregamento de drogas. Para piorar, os irmãos descobrem sobre o laboratório de Evandro. Sentindose traído, Arturo fecha um negócio com Salvador, o que pode colocar Evandro e sua família em risco. Morello recebe uma mala de grampo e consegue monitorar o telefone do piloto Jorge, peça importante no tráfico internacional.","Evandro negocia com os Urquiza pois perdeu um carregamento de drogas. Para piorar, os irmãos descobrem sobre o laboratório de Evandro. Sentindose traído, Arturo fecha um negócio com Salvador, o que pode colocar Evandro e sua família em risco.",12:55:00 AM,11/09/2019,02/28/2021,"4K","pt","não","não","FXH6M",97,,"TVOD - Lançamento","M","Nirvana - Lançamento",250000,"Nacional",0,"impuros209_4k_dub_ptbr.ts",7404798112,"BA2A2939AA51BC6E55FBD56ED05E7CFC",132201,"904B3A428059A28989469B5FA6030CD1","não",0,"\rhome\nirvana\fox_20191206\impuros209_4k_dub_ptbr","Dolby 5.1",,,,,
"Movie","FOX",,,1501,3,"www.foxplay.com","Impuros","Impuros","Impuros Episódio 10",2,10,"Série",2019,1000000,8,"pt","Fox",16,"Drama","Policial","Raphael Logam, Cyria Coentro, Rui Ricardo Diaz, Lorena Comparato, Fernanda Machado, Leandro Firmino","Tomás Portella","BRA","Evandro e Gilmar têm que se livrar dos corpos depois de um jantar que termina em várias mortes, mas Arlete chega na casa de surpresa. Morello pega Inês na clínica e leva a filha para casa. Evandro planeja sua fuga, mas o piloto Jorge não está disposto a se envolver com essa matança. Inês briga com Morello e foge à procura de cocaína no Dendê. Morello vai atrás dela, mas a chance de pegar Evandro fará com que ele tenha que escolher entre a ajudar a filha ou prender seu alvo.","Evandro e Gilmar têm que se livrar dos corpos depois de um jantar que termina em várias mortes, mas Arlete chega na casa de surpresa. Morello pega Inês na clínica e leva a filha para casa.",12:54:00 AM,11/09/2019,02/28/2021,"4K","pt","não","não","FXH6M",97,,"TVOD - Lançamento","M","Nirvana - Lançamento",250000,"Nacional",0,"impuros210_4k_dub_ptbr.ts",7285182172,"0DBF137EFA55FFB4FF0B829B33B44C21",132240,"22AC68D0C8274A3FDCC799E6F0C92B0C","não",0,"\rhome\nirvana\fox_20191206\impuros210_4k_dub_ptbr","Dolby 5.1",,,,,
